datetime,hour,sentiment,user_id,user_lang,user_location,tweet
2018-08-30 19:26:08-07:00,19,neutral,14966068,en,Cambridge UK.,Meta-meta-meta-photo We're geeks not nerds #OSSummit
2018-08-30 19:23:53-07:00,19,neutral,315691472,en,Washington DC,RT of being interviewed at #OSSummit in Vancouver by of _io
2018-08-30 19:22:44-07:00,19,negative,156791509,en,Raleigh NC,Meta meta something or other #OSSummit
2018-08-30 19:22:26-07:00,19,neutral,367864062,en,San Francicso,RT #OSSummit are u a Ruby or C developer Would you like to work on upstream or projects We are hiring ...
2018-08-30 19:20:59-07:00,19,positive,14090906,en,Boston MA,"RT ""We should raise our standards for what constitutes a professional software developer in terms of baseline security prac..."
2018-08-30 19:20:43-07:00,19,positive,860607863839891456,en,none,RT Thanks again to for being a Gold Sponsor and making #OSSummit possible
2018-08-30 19:20:42-07:00,19,positive,336024547,en,none,RT Already loving this session on writing better docs (especially for dessert and OSS contributors by #OSSummit...
2018-08-30 19:20:19-07:00,19,neutral,336024547,en,none,RT talking about open-source and documentation #OSSummit
2018-08-30 19:19:25-07:00,19,positive,261810267,en,none,One more day in beautiful Vancouver for #OSSummit don't miss tomorrow's keynote with @_dirkhh on stage with Linus..
2018-08-30 19:18:33-07:00,19,positive,12486322,en,West Coast Way Singapore,Setting high standards at and #OSSummit
2018-08-30 19:18:28-07:00,19,positive,15373404,en,Seat 12D,RT [? happy to publish the results for the 1st survey on open source programs on behalf of the I expect this OSPO trend to...
2018-08-30 19:16:25-07:00,19,positive,12486322,en,West Coast Way Singapore,Setting high standards at and #OSSummit
2018-08-30 19:15:55-07:00,19,neutral,70781365,en,Madrid Espana,RT Jones Each person has an opportunity to mentor one person Your company your clients public education programs lik...
2018-08-30 19:15:43-07:00,19,neutral,860607863839891456,en,none,"RT Intel's CSO Synder is talking practical security at #OSSummit NA ""The number one security tool developers can use is t..."
2018-08-30 19:15:07-07:00,19,neutral,8104532,en,Loudonville New York,Laptop showdown at #OSSummit with Bring it on
2018-08-30 19:14:54-07:00,19,neutral,860607863839891456,en,none,RT Today at #OSSummit talked about how to energize change in #inclusion efforts and how as a...
2018-08-30 19:13:00-07:00,19,positive,2301963115,en,none,Welcome to those attending the #OSSummit Partner Reception
2018-08-30 19:12:56-07:00,19,neutral,74727069,en,Bangalore,"RT If you are at #OSSummit be on the lookout for Pineheads hiding around the expo Find the Pinehead holding a diploma,..."
2018-08-30 19:12:23-07:00,19,neutral,3400191081,en,none,Team #OpenSource Microsoft Canada at #OSSummit partner reception on the Pacific Yacht thank you!..
2018-08-30 19:08:34-07:00,19,negative,12486322,en,West Coast Way Singapore,Made it to 4th I wonder if this leaderboard is reset everyday #OSSummit
2018-08-30 19:06:41-07:00,19,positive,1011959290301689856,en,Orlando FL,RT Had a really awesome time chatting with at the #OSSummit for I will think about this con...
2018-08-30 19:05:46-07:00,19,positive,216735143,en,San Francisco CA,Great week with a lot of open source metric miners (cc #OSSummit..
2018-08-30 19:04:26-07:00,19,positive,2416193960,en,Worcester MA,RT Talking shop with these lovely ladies who put on #opensource events at and sharing best practi...
2018-08-30 19:03:46-07:00,19,neutral,14196181,en,"UT 49.209711,-123.147183",We're on a boat continues its coverage of #OSSummit from the harbour [?
2018-08-30 18:59:12-07:00,18,positive,94133565,en,Raleigh NC,"RT ""Your network is your most valuable asset as a community manager. at #OSSummit #cmgr"
2018-08-30 18:59:12-07:00,18,neutral,773561146792116225,en,none,"RT Q In today's world what role can technology play to address the increasing divisiveness in society says ""e..."
2018-08-30 18:59:07-07:00,18,neutral,773561146792116225,en,none,RT Thank you to all our mentors and mentees who participated in the speed mentoring session today at #OSSummit
2018-08-30 18:58:56-07:00,18,neutral,321577144,es,Guadalajara,RT Alan Clark of on the #OSSummit stage
2018-08-30 18:58:35-07:00,18,neutral,773561146792116225,en,none,RT Season 2 of the Command_Line Heroes podcast starts September 11 The trailer if online now If you're at #ossummit swing by...
2018-08-30 18:57:33-07:00,18,positive,206709198,en,none,The latest The LibreOffice(tm Daily Thanks to _F _IN #ossummit #devops
2018-08-30 18:54:52-07:00,18,positive,15623129,en,south bay,The talk went well This is day 7 of conferences straight so I kind of want to bail on the last day of #OSSummit
2018-08-30 18:52:28-07:00,18,neutral,760690072916230149,zh-cn,shenzhen China,RT . 's Arpit Joshipura shares how and work together at #OSSummit #EdgeXIoT #Edge #ed...
2018-08-30 18:51:41-07:00,18,neutral,485462056,en,Ottawa Canada,RT Everyone has sore spots and everyone has blind spots but if we could share and connect we could have more insight and m...
2018-08-30 18:51:15-07:00,18,positive,336024547,en,none,RT One of the best conference views ever #OSSummit #Vancouver
2018-08-30 18:46:43-07:00,18,positive,32167968,en,Los Angeles CA,RT Diversity of background really adds cognitive diversity which we know creates more value and better products ...
2018-08-30 18:45:50-07:00,18,neutral,7553942,en,Denver CO,Denver's in danger of having to share my heart now #OSSummit
2018-08-30 18:42:21-07:00,18,neutral,315300626,en,Cincinnati OH,RT Join the next generation of z/OS user experience #OSSummit #opensource #Zowe
2018-08-30 18:41:18-07:00,18,positive,791300,en,Portland Or.,RT How Writing can Change Your Career for the Better ( in 1 da...
2018-08-30 18:38:17-07:00,18,positive,285775094,en,California USA,RT Thank u for explanatory overview yesterday #OSSummit &amp for sharing super helpful experienc...
2018-08-30 18:38:06-07:00,18,neutral,2301963115,en,none,Thank you to all our mentors and mentees who participated in the speed mentoring session today at #OSSummit
2018-08-30 18:37:21-07:00,18,positive,3119031026,en,Vancouver BC,Getting ready for an amazing sea plane tour Thanks #OSSummit
2018-08-30 18:37:17-07:00,18,positive,767921601954193408,ja,Ri Ben Dong Jing,RT This is cool devs built a new rootless container tool called Stacker #OSSummit
2018-08-30 18:34:29-07:00,18,neutral,147282282,en,,RT Everyone has sore spots and everyone has blind spots but if we could share and connect we could have more insight and m...
2018-08-30 18:31:16-07:00,18,negative,4034530393,en,none,It's not fair they've got maple syrup at #OSSummit and I'm on a diet
2018-08-30 18:31:04-07:00,18,neutral,21988767,en,San Francisco CA,Slides for my talk at the #OSSummit #OpenSourceSummit
2018-08-30 18:31:01-07:00,18,positive,1136124678,en,New York NY,RT Come to the panel to know more about what you can do to improve your community's health #OSSummit
2018-08-30 18:30:11-07:00,18,neutral,748350360373305344,en,Toronto ON Canada,"RT Q In today's world what role can technology play to address the increasing divisiveness in society says ""e..."
2018-08-30 18:29:14-07:00,18,neutral,1035334194866544640,en,Bangalore,RT From #YesweCode to #CallforCode a lot of insight into the value that coding can deliver for both career and community....
2018-08-30 18:28:33-07:00,18,neutral,243080822,en,none,If you are at #OSSummit be on the lookout for Pineheads hiding around the expo Find the Pinehead holding a diplom..
2018-08-30 18:28:33-07:00,18,neutral,285775094,en,California USA,RT Thank u &amp for invigorating #OS...
2018-08-30 18:28:00-07:00,18,positive,194706759,en,Santa Clara CA,RT [? happy to publish the results for the 1st survey on open source programs on behalf of the I expect this OSPO trend to...
2018-08-30 18:27:22-07:00,18,neutral,147282282,en,,RT So THIS is a thing that is happening #OSSummit
2018-08-30 18:24:23-07:00,18,positive,63819362,en,Probably IRC somewhere,RT How Writing can Change Your Career for the Better ( in 1 da...
2018-08-30 18:21:29-07:00,18,neutral,15318832,en,Munich Bavaria Germany,Our #OSSummit slides on how we migrated hundreds of legacy applications to at Allianz are online now
2018-08-30 18:19:04-07:00,18,neutral,266953814,en,Worldwide,RT From #YesweCode to #CallforCode a lot of insight into the value that coding can deliver for both career and community....
2018-08-30 18:15:49-07:00,18,negative,14174483,en,Melbourne Victoria,RT This is what happens when the #Drupal drop speeds down from space and hits Vancouver #OSSummit
2018-08-30 18:09:59-07:00,18,positive,14639127,en,Minneapolis,Too crowded at the reception so I headed to Elephant &amp Castle for dinner Feel free to join me #OSSummit
2018-08-30 18:08:30-07:00,18,neutral,770490229769789440,en,The World,RT _com I watched the founder of R-Ladies at #OSSummit yesterday and today I met the organizer of W...
2018-08-30 18:06:29-07:00,18,positive,75338702,en,Singapore,"RT [? we released a new open source program guide ""Setting an Open Source Strategy #OSSummit"
2018-08-30 18:02:05-07:00,18,positive,987442836558761984,en,Gonzales LA,RT If there are not enough images of under represented people in tech easy to not believe that you can be one #O...
2018-08-30 18:00:26-07:00,18,positive,2993657372,en,none,RT If there are not enough images of under represented people in tech easy to not believe that you can be one #O...
2018-08-30 17:59:36-07:00,17,positive,14540026,en,Kuala Lumpur,RT _man Great talk by about diversity via non-traditional entries into tech As a former professional tuba player turned...
2018-08-30 17:58:39-07:00,17,negative,598121243,en,Waru Indonesia,RT No more jumbled mess Enterprise Storage on #RaspberryPi at #OSSummit
2018-08-30 17:57:44-07:00,17,positive,3380973898,en,Durham NC,One of the best conference views ever #OSSummit #Vancouver
2018-08-30 17:57:04-07:00,17,positive,205824307,en,none,RT Thanks again to for being a Gold Sponsor and making #OSSummit possible
2018-08-30 17:56:16-07:00,17,positive,11736872,en,Boston MA,RT Fantastic session by on officially adopting diversity initiatives Thank you great information super eng...
2018-08-30 17:55:04-07:00,17,positive,9481332,en,Phoenix AZ,"RT ""We should raise our standards for what constitutes a professional software developer in terms of baseline security prac..."
2018-08-30 17:54:58-07:00,17,positive,7553942,en,Denver CO,RT This Attending and speaking at the #OSSummit has been a huge breath of fresh air From stickers for preferred pronouns a...
2018-08-30 17:53:08-07:00,17,positive,125137399,en,Portland OR,Fantastic session by on officially adopting diversity initiatives Thank you great information super engaging #OSSummit
2018-08-30 17:52:21-07:00,17,negative,11736872,en,Boston MA,oops first handle mistake detected sorry #ossummit
2018-08-30 17:51:53-07:00,17,positive,960385834955386880,en,California USA,RT If there are not enough images of under represented people in tech easy to not believe that you can be one #O...
2018-08-30 17:51:46-07:00,17,positive,4351263087,en,Michigan,RT If there are not enough images of under represented people in tech easy to not believe that you can be one #O...
2018-08-30 17:51:32-07:00,17,positive,131497030,en,United States,RT If there are not enough images of under represented people in tech easy to not believe that you can be one #O...
2018-08-30 17:49:39-07:00,17,positive,335975230,es,none,RT Snyder Once upon a time there was worry that because open source code is available hackers could find vulnerabilitie...
2018-08-30 17:47:37-07:00,17,neutral,14280977,en,Minneapolis MN,RT Any bootcamp grads out there job searching DM me and I'll feature you in my talk at #OSSummit today
2018-08-30 17:47:01-07:00,17,positive,14706299,en,San Francisco CA,Thanks again to for being a Gold Sponsor and making #OSSummit possible
2018-08-30 17:46:45-07:00,17,negative,2806000111,en,none,RT . went from 0 to 4 people in their OSPO since late last year led by /via #OSSummit
2018-08-30 17:46:41-07:00,17,neutral,2806000111,en,none,RT Anti-patterns in open-sourcing tech: External fork out of sync w internal code No/poor docs and comms Co...
2018-08-30 17:45:09-07:00,17,neutral,32167968,en,Los Angeles CA,RT Each of us has an opportunity to mentor one person to be a #betterally to one person Imagine what we can do Practical st...
2018-08-30 17:43:03-07:00,17,positive,1020330877874851841,en,none,RT _man Great talk by about diversity via non-traditional entries into tech As a former professional tuba player turned...
2018-08-30 17:42:04-07:00,17,positive,15790639,en,Imperial MO,RT _man Great talk by about diversity via non-traditional entries into tech As a former professional tuba player turned...
2018-08-30 17:41:50-07:00,17,neutral,106814808,en,New York USA,"RT Q In today's world what role can technology play to address the increasing divisiveness in society says ""e..."
2018-08-30 17:41:48-07:00,17,neutral,960385834955386880,en,California USA,"RT Q In today's world what role can technology play to address the increasing divisiveness in society says ""e..."
2018-08-30 17:41:16-07:00,17,neutral,131497030,en,United States,"RT Q In today's world what role can technology play to address the increasing divisiveness in society says ""e..."
2018-08-30 17:36:45-07:00,17,negative,14747140,en,Cascadia teh Interwebz,RT This is what happens when the #Drupal drop speeds down from space and hits Vancouver #OSSummit
2018-08-30 17:35:36-07:00,17,positive,51529520,en,San Francisco,RT _man Great talk by about diversity via non-traditional entries into tech As a former professional tuba player turned...
2018-08-30 17:35:02-07:00,17,neutral,51529520,en,San Francisco,RT follow-up with on bootcamps meetups mentoring she's multi-channel multi-social multi-insightful #community #os...
2018-08-30 17:34:40-07:00,17,positive,100186697,en,Vancouver Canada,Thanks to the #OSSummit I finally have it
2018-08-30 17:34:24-07:00,17,neutral,11736872,en,Boston MA,RT At #OSSummit You know where to find me
2018-08-30 17:34:19-07:00,17,neutral,11736872,en,Boston MA,more cheesy graphics from #ossummit
2018-08-30 17:33:38-07:00,17,neutral,14898461,en,Boston USA,"""In #OpenSource your brand can be present but it gets to sit in the back row and shut up _velo from.."
2018-08-30 17:31:58-07:00,17,neutral,51529520,en,San Francisco,At #OSSummit You know where to find me
2018-08-30 17:31:56-07:00,17,positive,128461860,en,none,Some lessons from the trenches Beyond Code Secret Ingredients to Successful Open Source Projects with _velo..
2018-08-30 17:31:37-07:00,17,positive,11736872,en,Boston MA,RT This Attending and speaking at the #OSSummit has been a huge breath of fresh air From stickers for preferred pronouns a...
2018-08-30 17:30:57-07:00,17,positive,2295496772,en,St Louis MO,gave an incredibly humble and genuine talk on some of the mis-steps Indeed has had in their open-sourc..
2018-08-30 17:30:47-07:00,17,neutral,11736872,en,Boston MA,some orgs to support or partner with for diversity via ..
2018-08-30 17:29:18-07:00,17,positive,14421746,en,she/her,Hey Will you be at the #OSsummit expo happy hour Let's catch up
2018-08-30 17:29:00-07:00,17,neutral,2301963115,en,none,#OSSummit attendees the onsite attendee reception is starting now in the Sponsor Showcase!
2018-08-30 17:28:49-07:00,17,neutral,48717531,en,Highlands Ranch CO,RT Alan Clark from keynoting now at #OSSummit about how Multimodal IT reduces footprints Increases application portabi...
2018-08-30 17:28:23-07:00,17,neutral,87147602,en,Silicon Valley USA,RT . wraps up with lessons learned from 's #opensource projects #boxcar #proctor &amp #imhotep at #OSSumm...
2018-08-30 17:28:08-07:00,17,neutral,773561146792116225,en,none,RT Building Sustainable Civic Tech with Open Data by in 10 minutes #OSSummit
2018-08-30 17:28:02-07:00,17,neutral,11356032,en,Boston MA,RT Anti-patterns in open-sourcing tech: External fork out of sync w internal code No/poor docs and comms Co...
2018-08-30 17:27:47-07:00,17,neutral,773561146792116225,en,none,RT Jones Each person has an opportunity to mentor one person Your company your clients public education programs lik...
2018-08-30 17:27:23-07:00,17,neutral,773561146792116225,en,none,RT Survive and Advance The Life of a Community Manager today in Room 212 at 4pm PT #OSsummit
2018-08-30 17:27:18-07:00,17,neutral,773561146792116225,en,none,RT Novotny Google is providing $9 million of cloud computing power to enable anyone in the community to do infrastructur...
2018-08-30 17:27:02-07:00,17,positive,14421746,en,she/her,RT How Writing can Change Your Career for the Better ( in 1 da...
2018-08-30 17:27:02-07:00,17,positive,95570886,en,Seattle WA,One workaround for upgrading #k8s Create a new cluster with the new version then migrate older clusters over Wit..
2018-08-30 17:25:50-07:00,17,negative,2789291,en,Vancouverish BC,RT This is what happens when the #Drupal drop speeds down from space and hits Vancouver #OSSummit
2018-08-30 17:24:36-07:00,17,positive,256768216,en,Milky Way Galaxy,RT This Attending and speaking at the #OSSummit has been a huge breath of fresh air From stickers for preferred pronouns a...
2018-08-30 17:24:16-07:00,17,neutral,256768216,en,Milky Way Galaxy,RT Anti-patterns in open-sourcing tech: External fork out of sync w internal code No/poor docs and comms Co...
2018-08-30 17:24:08-07:00,17,neutral,256768216,en,Milky Way Galaxy,gives us final recommendations for open sourcing in a summary slide #OSSummit
2018-08-30 17:23:29-07:00,17,positive,1465758115,en,Nashville TN,RT Thanks to everybody that cane out to our session on #opensource transformation and #chaosengineering [?]w security ! ...
2018-08-30 17:22:48-07:00,17,neutral,14639127,en,Minneapolis,Anti-patterns in open-sourcing tech: External fork out of sync w internal code No/poor docs and c..
2018-08-30 17:22:46-07:00,17,positive,14279598,en,Brooklyn New York,"RT ""We should raise our standards for what constitutes a professional software developer in terms of baseline security prac..."
2018-08-30 17:21:58-07:00,17,neutral,95570886,en,Seattle WA,How does CredHub manage secrets for &amp #OSSummit folks should check out this graphic fr..
2018-08-30 17:21:21-07:00,17,positive,201400938,en,#anywhereworker,This Attending and speaking at the #OSSummit has been a huge breath of fresh air From stickers for preferred pron..
2018-08-30 17:21:14-07:00,17,neutral,60760075,en,San Francisco CA,. wraps up with lessons learned from 's #opensource projects #boxcar #proctor &amp #imhotep at..
2018-08-30 17:20:46-07:00,17,negative,14639127,en,Minneapolis,. went from 0 to 4 people in their OSPO since late last year led by /via #OSSummit
2018-08-30 17:20:29-07:00,17,positive,850581531345244160,en,none,"RT ""The brawny people rule high school The brainy people rule everything else."" - at #OSSummit"
2018-08-30 17:20:04-07:00,17,positive,5350322,en,New York NY,"RT ""We should raise our standards for what constitutes a professional software developer in terms of baseline security prac..."
